dataset,source_record_id,ispb,cnpj,institution_name,short_name,institution_type,spi_participation_type,pix_participation_type,pix_participation_mode,is_authorized_by_bcb,catalog_snapshot_date,source_registry_id,source_file_url,source_publication_date,schema_version,raw_modalidade_participacao_pix_code,raw_tipo_participante_spi_code,spi_started_at,raw_source_json
spi_participants,spi:03222753,03222753,03222753000130,CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.,CREDISIS CREDIARI COOP LTDA.,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-05T19:16:15.088Z,"{""participante"":""03222753"",""cnpj"":""03222753000130"",""nomeParticipante"":""CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA."",""nomeReduzidoParticipante"":""CREDISIS CREDIARI COOP LTDA."",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-05T19:16:15.088Z""}"
spi_participants,spi:03269540,03269540,03269540000163,"COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, DA POLÍCIA CIVIL, DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS E DE LIVRE ADMISSÃO LTDA - SICOOB COOPEMG",CC SERV MIL POL CIVIL SEC ED,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03269540"",""cnpj"":""03269540000163"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, DA POLÍCIA CIVIL, DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS E DE LIVRE ADMISSÃO LTDA - SICOOB COOPEMG"",""nomeReduzidoParticipante"":""CC SERV MIL POL CIVIL SEC ED"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03311443,03311443,03311443000191,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",PARATI - CFI S.A.,,Direta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,DRCT,2020-11-03T09:30:00.000Z,"{""participante"":""03311443"",""cnpj"":""03311443000191"",""nomeParticipante"":""PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A."",""nomeReduzidoParticipante"":""PARATI - CFI S.A."",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""DRCT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03320525,03320525,03320525000100,COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP,COOP ARACOOP LTDA. - SICOOB ARACOOP,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03320525"",""cnpj"":""03320525000100"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP"",""nomeReduzidoParticipante"":""COOP ARACOOP LTDA. - SICOOB ARACOOP"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03326437,03326437,03326437000108,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS,CCLA CENTRO NORTE MT/MS,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03326437"",""cnpj"":""03326437000108"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS"",""nomeReduzidoParticipante"":""CCLA CENTRO NORTE MT/MS"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03358914,03358914,03358914000117,COOPERATIVA DE CREDITO CREDIROCHAS - SICOOB CREDIROCHAS,SICOOB CREDIROCHAS,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03358914"",""cnpj"":""03358914000117"",""nomeParticipante"":""COOPERATIVA DE CREDITO CREDIROCHAS - SICOOB CREDIROCHAS"",""nomeReduzidoParticipante"":""SICOOB CREDIROCHAS"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03412878,03412878,03412878000122,COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA,CC CREDIRAMA,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03412878"",""cnpj"":""03412878000122"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA"",""nomeReduzidoParticipante"":""CC CREDIRAMA"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03419786,03419786,03419786000174,COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC,CC NOSSA SENHORA DO DESTERRO,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03419786"",""cnpj"":""03419786000174"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC"",""nomeReduzidoParticipante"":""CC NOSSA SENHORA DO DESTERRO"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03427097,03427097,03427097000101,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA,CCLA DO SUL CATARINENSE,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03427097"",""cnpj"":""03427097000101"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA"",""nomeReduzidoParticipante"":""CCLA DO SUL CATARINENSE"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03428338,03428338,03428338000137,COOPERATIVA DE CRÉDITO - SICOOB CREDUNI,COOP SICOOB CREDUNI,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2025-08-03T11:29:08.247Z,"{""participante"":""03428338"",""cnpj"":""03428338000137"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO - SICOOB CREDUNI"",""nomeReduzidoParticipante"":""COOP SICOOB CREDUNI"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2025-08-03T11:29:08.247Z""}"
spi_participants,spi:03459850,03459850,03459850000140,COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO,CC SICOOB METROPOLITANO,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03459850"",""cnpj"":""03459850000140"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO"",""nomeReduzidoParticipante"":""CC SICOOB METROPOLITANO"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03461243,03461243,03461243000115,COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP,CC DO NORTE CATARINENSE,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03461243"",""cnpj"":""03461243000115"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP"",""nomeReduzidoParticipante"":""CC DO NORTE CATARINENSE"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03485130,03485130,03485130000150,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL,COOP CRESOL ENCOSTAS DA SERRA GERAL,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03485130"",""cnpj"":""03485130000150"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL"",""nomeReduzidoParticipante"":""COOP CRESOL ENCOSTAS DA SERRA GERAL"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03502131,03502131,03502131000165,COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE,CCC DO NORTE DO BRASIL,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03502131"",""cnpj"":""03502131000165"",""nomeParticipante"":""COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE"",""nomeReduzidoParticipante"":""CCC DO NORTE DO BRASIL"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03519240,03519240,03519240000195,COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP,CC PODER JUD E MP MG,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03519240"",""cnpj"":""03519240000195"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP"",""nomeReduzidoParticipante"":""CC PODER JUD E MP MG"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03535065,03535065,03535065000120,COOPERATIVA DE CRÉDITO SICOOB CREDMETAL,CC SICOOB CREDMETAL,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03535065"",""cnpj"":""03535065000120"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO SICOOB CREDMETAL"",""nomeReduzidoParticipante"":""CC SICOOB CREDMETAL"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03566655,03566655,03566655000110,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE",COOP SICREDI CELEIRO OESTE,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03566655"",""cnpj"":""03566655000110"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE"",""nomeReduzidoParticipante"":""COOP SICREDI CELEIRO OESTE"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03603683,03603683,03603683000160,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - SICOOB COOPERPLAN CREDSEF,COOP SICOOB COOPERPLAN CREDSEF,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03603683"",""cnpj"":""03603683000160"",""nomeParticipante"":""COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - SICOOB COOPERPLAN CREDSEF"",""nomeReduzidoParticipante"":""COOP SICOOB COOPERPLAN CREDSEF"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03612679,03612679,03612679000168,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - CREDI-SP,CCM SERV PUBLICOS - CREDI SP,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03612679"",""cnpj"":""03612679000168"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - CREDI-SP"",""nomeReduzidoParticipante"":""CCM SERV PUBLICOS - CREDI SP"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03612764,03612764,03612764000126,COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS,COOP FRONTEIRAS,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03612764"",""cnpj"":""03612764000126"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS"",""nomeReduzidoParticipante"":""COOP FRONTEIRAS"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03620772,03620772,03620772000114,COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ,CCM DO CEARÁ - SICOOB CEARÁ,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03620772"",""cnpj"":""03620772000114"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ"",""nomeReduzidoParticipante"":""CCM DO CEARÁ - SICOOB CEARÁ"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03632872,03632872,03632872000160,COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE  DA AMAZÔNIA LTDA - SICOOB CREDISUL,SICOOB CREDISUL,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03632872"",""cnpj"":""03632872000160"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE  DA AMAZÔNIA LTDA - SICOOB CREDISUL"",""nomeReduzidoParticipante"":""SICOOB CREDISUL"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03645752,03645752,03645752000106,COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG,CC CREDISG,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03645752"",""cnpj"":""03645752000106"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG"",""nomeReduzidoParticipante"":""CC CREDISG"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03662047,03662047,03662047000109,"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO DAS CARREIRAS DO MINISTéRIO PúBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS",COOP SICREDI MP,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03662047"",""cnpj"":""03662047000109"",""nomeParticipante"":""COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO DAS CARREIRAS DO MINISTéRIO PúBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS"",""nomeReduzidoParticipante"":""COOP SICREDI MP"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03674133,03674133,03674133000131,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP,CECM EMP INST SF SÃO PAULO CAM,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2025-01-13T12:47:50.392Z,"{""participante"":""03674133"",""cnpj"":""03674133000131"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP"",""nomeReduzidoParticipante"":""CECM EMP INST SF SÃO PAULO CAM"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2025-01-13T12:47:50.392Z""}"
spi_participants,spi:03732359,03732359,03732359000141,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO,CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03732359"",""cnpj"":""03732359000141"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO"",""nomeReduzidoParticipante"":""CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03750034,03750034,03750034000191,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS",COOP SICREDI AJURIS,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03750034"",""cnpj"":""03750034000191"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS"",""nomeReduzidoParticipante"":""COOP SICREDI AJURIS"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03793242,03793242,03793242000178,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC",COOP SICREDI SUL SC,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03793242"",""cnpj"":""03793242000178"",""nomeParticipante"":""COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC"",""nomeReduzidoParticipante"":""COOP SICREDI SUL SC"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03816413,03816413,03816413000137,PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.,PAGUEVELOZ IP LTDA.,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2020-11-03T09:30:00.000Z,"{""participante"":""03816413"",""cnpj"":""03816413000137"",""nomeParticipante"":""PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA."",""nomeReduzidoParticipante"":""PAGUEVELOZ IP LTDA."",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2020-11-03T09:30:00.000Z""}"
spi_participants,spi:03817702,03817702,03817702000150,VOLUS INSTITUICAO DE PAGAMENTO LTDA,VOLUS IP LTDA.,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2024-05-20T14:04:04.882Z,"{""participante"":""03817702"",""cnpj"":""03817702000150"",""nomeParticipante"":""VOLUS INSTITUICAO DE PAGAMENTO LTDA"",""nomeReduzidoParticipante"":""VOLUS IP LTDA."",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2024-05-20T14:04:04.882Z""}"
spi_participants,spi:03844699,03844699,03844699000164,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.,CECM DOS TRAB.PORT. DA G.VITOR,,Indireta,,Provedor de Conta Transacional,,2026-04-16,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260416.csv,2026-04-16,1.0.0,PDCT,IDRT,2025-01-10T13:17:42.426Z,"{""participante"":""03844699"",""cnpj"":""03844699000164"",""nomeParticipante"":""COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA."",""nomeReduzidoParticipante"":""CECM DOS TRAB.PORT. DA G.VITOR"",""modalidadeParticipacaoPix"":""PDCT"",""tipoParticipanteSpi"":""IDRT"",""dataHoraInicioOperacaoSpi"":""2025-01-10T13:17:42.426Z""}"
