dataset,source_record_id,ispb,cnpj,institution_name,short_name,institution_type,spi_participation_type,pix_participation_type,pix_participation_mode,is_authorized_by_bcb,catalog_snapshot_date,source_registry_id,source_file_url,source_publication_date,schema_version,initiation_of_payment,facilitator_of_withdrawal_and_change,raw_source_json
pix_active_participants,pix_active_participants:66,13009717,13009717000146,BCO DO EST. DE SE S.A.,BCO DO EST. DE SE S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,true,"{""row_number"":""66"",""nome_reduzido"":""BCO DO EST. DE SE S.A."",""ispb"":""13009717"",""cnpj"":""13.009.717/0001-46"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Sim""}"
pix_active_participants,pix_active_participants:67,04913711,04913711000108,BCO DO EST. DO PA S.A.,BCO DO EST. DO PA S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""67"",""nome_reduzido"":""BCO DO EST. DO PA S.A."",""ispb"":""04913711"",""cnpj"":""04.913.711/0001-08"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:68,92702067,92702067000196,BCO DO ESTADO DO RS S.A.,BCO DO ESTADO DO RS S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,true,"{""row_number"":""68"",""nome_reduzido"":""BCO DO ESTADO DO RS S.A."",""ispb"":""92702067"",""cnpj"":""92.702.067/0001-96"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Sim""}"
pix_active_participants,pix_active_participants:69,07237373,07237373000120,BCO DO NORDESTE DO BRASIL S.A.,BCO DO NORDESTE DO BRASIL S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""69"",""nome_reduzido"":""BCO DO NORDESTE DO BRASIL S.A."",""ispb"":""07237373"",""cnpj"":""07.237.373/0001-20"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:70,58616418,58616418000108,BCO FIBRA S.A.,BCO FIBRA S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""70"",""nome_reduzido"":""BCO FIBRA S.A."",""ispb"":""58616418"",""cnpj"":""58.616.418/0001-08"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:71,31880826,31880826000116,BCO GUANABARA S.A.,BCO GUANABARA S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""71"",""nome_reduzido"":""BCO GUANABARA S.A."",""ispb"":""31880826"",""cnpj"":""31.880.826/0001-16"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:72,53518684,53518684000184,BCO HSBC S.A.,BCO HSBC S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""72"",""nome_reduzido"":""BCO HSBC S.A."",""ispb"":""53518684"",""cnpj"":""53.518.684/0001-84"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:73,31895683,31895683000116,BCO INDUSTRIAL DO BRASIL S.A.,BCO INDUSTRIAL DO BRASIL S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""73"",""nome_reduzido"":""BCO INDUSTRIAL DO BRASIL S.A."",""ispb"":""31895683"",""cnpj"":""31.895.683/0001-16"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:74,33172537,33172537000198,BCO J.P. MORGAN S.A.,BCO J.P. MORGAN S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""74"",""nome_reduzido"":""BCO J.P. MORGAN S.A."",""ispb"":""33172537"",""cnpj"":""33.172.537/0001-98"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:75,02318507,02318507000113,BCO KEB HANA DO BRASIL S.A.,BCO KEB HANA DO BRASIL S.A.,Banco Comercial,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""75"",""nome_reduzido"":""BCO KEB HANA DO BRASIL S.A."",""ispb"":""02318507"",""cnpj"":""02.318.507/0001-13"",""tipo_instituicao"":""Banco Comercial"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:76,59118133,59118133000100,BCO LUSO BRASILEIRO S.A.,BCO LUSO BRASILEIRO S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""76"",""nome_reduzido"":""BCO LUSO BRASILEIRO S.A."",""ispb"":""59118133"",""cnpj"":""59.118.133/0001-00"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:77,17184037,17184037000110,BCO MERCANTIL DO BRASIL S.A.,BCO MERCANTIL DO BRASIL S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""77"",""nome_reduzido"":""BCO MERCANTIL DO BRASIL S.A."",""ispb"":""17184037"",""cnpj"":""17.184.037/0001-10"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:78,61820817,61820817000109,BCO PAULISTA S.A.,BCO PAULISTA S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""78"",""nome_reduzido"":""BCO PAULISTA S.A."",""ispb"":""61820817"",""cnpj"":""61.820.817/0001-09"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:79,62144175,62144175000120,BCO PINE S.A.,BCO PINE S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""79"",""nome_reduzido"":""BCO PINE S.A."",""ispb"":""62144175"",""cnpj"":""62.144.175/0001-20"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:80,68900810,68900810000138,BCO RENDIMENTO S.A.,BCO RENDIMENTO S.A.,Banco Comercial,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""80"",""nome_reduzido"":""BCO RENDIMENTO S.A."",""ispb"":""68900810"",""cnpj"":""68.900.810/0001-38"",""tipo_instituicao"":""Banco Comercial"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:81,00517645,00517645000104,BCO RIBEIRAO PRETO S.A.,BCO RIBEIRAO PRETO S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""81"",""nome_reduzido"":""BCO RIBEIRAO PRETO S.A."",""ispb"":""00517645"",""cnpj"":""00.517.645/0001-04"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:82,58160789,58160789000128,BCO SAFRA S.A.,BCO SAFRA S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""82"",""nome_reduzido"":""BCO SAFRA S.A."",""ispb"":""58160789"",""cnpj"":""58.160.789/0001-28"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:83,90400888,90400888000142,BCO SANTANDER (BRASIL) S.A.,BCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,true,"{""row_number"":""83"",""nome_reduzido"":""BCO SANTANDER (BRASIL) S.A."",""ispb"":""90400888"",""cnpj"":""90.400.888/0001-42"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Sim""}"
pix_active_participants,pix_active_participants:84,11970623,11970623000103,BCO SENFF S.A.,BCO SENFF S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""84"",""nome_reduzido"":""BCO SENFF S.A."",""ispb"":""11970623"",""cnpj"":""11.970.623/0001-03"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:85,60889128,60889128000180,BCO SOFISA S.A.,BCO SOFISA S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""85"",""nome_reduzido"":""BCO SOFISA S.A."",""ispb"":""60889128"",""cnpj"":""60.889.128/0001-80"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:86,17351180,17351180000159,BCO TRIANGULO S.A.,BCO TRIANGULO S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,true,"{""row_number"":""86"",""nome_reduzido"":""BCO TRIANGULO S.A."",""ispb"":""17351180"",""cnpj"":""17.351.180/0001-59"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Sim""}"
pix_active_participants,pix_active_participants:87,59588111,59588111000103,BCO VOTORANTIM S.A.,BCO VOTORANTIM S.A.,Banco Múltiplo,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""87"",""nome_reduzido"":""BCO VOTORANTIM S.A."",""ispb"":""59588111"",""cnpj"":""59.588.111/0001-03"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:88,78626983,78626983000163,BCO VR S.A.,BCO VR S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""88"",""nome_reduzido"":""BCO VR S.A."",""ispb"":""78626983"",""cnpj"":""78.626.983/0001-63"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:89,13720915,13720915000113,BCO WESTERN UNION,BCO WESTERN UNION,Banco Comercial,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""89"",""nome_reduzido"":""BCO WESTERN UNION"",""ispb"":""13720915"",""cnpj"":""13.720.915/0001-13"",""tipo_instituicao"":""Banco Comercial"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:90,33264668,33264668000103,BCO XP S.A.,BCO XP S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""90"",""nome_reduzido"":""BCO XP S.A."",""ispb"":""33264668"",""cnpj"":""33.264.668/0001-03"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:91,35523352,35523352000106,BEES IP LTDA.,BEES IP LTDA.,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""91"",""nome_reduzido"":""BEES IP LTDA."",""ispb"":""35523352"",""cnpj"":""35.523.352/0001-06"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:92,32074986,32074986000130,BEETELLER IP LTDA.,BEETELLER IP LTDA.,Instituição de Pagamento,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""92"",""nome_reduzido"":""BEETELLER IP LTDA."",""ispb"":""32074986"",""cnpj"":""32.074.986/0001-30"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:93,25238191,25238191000155,BELLUNO IP LTDA.,BELLUNO IP LTDA.,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""93"",""nome_reduzido"":""BELLUNO IP LTDA."",""ispb"":""25238191"",""cnpj"":""25.238.191/0001-55"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:94,,43215815000109,BELVO IP,BELVO IP,Instituição de Pagamento,,Facultativa,Iniciador,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,,"{""row_number"":""94"",""nome_reduzido"":""BELVO IP"",""ispb"":"""",""cnpj"":""43.215.815/0001-09"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":"""",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Iniciador"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:95,59396084,59396084000177,BFC SCD S.A.,BFC SCD S.A.,Sociedade de Crédito Direto,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""95"",""nome_reduzido"":""BFC SCD S.A."",""ispb"":""59396084"",""cnpj"":""59.396.084/0001-77"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:96,40910463,40910463000105,BIPA INSTITUICAO DE PAGAMENTO,BIPA INSTITUICAO DE PAGAMENTO,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""96"",""nome_reduzido"":""BIPA INSTITUICAO DE PAGAMENTO"",""ispb"":""40910463"",""cnpj"":""40.910.463/0001-05"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:97,35136120,35136120000103,BITSO IP LTDA,BITSO IP LTDA,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""97"",""nome_reduzido"":""BITSO IP LTDA"",""ispb"":""35136120"",""cnpj"":""35.136.120/0001-03"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:98,12481100,12481100000166,BIZ IP LTDA.,BIZ IP LTDA.,Instituição de Pagamento,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""98"",""nome_reduzido"":""BIZ IP LTDA."",""ispb"":""12481100"",""cnpj"":""12.481.100/0001-66"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
