dataset,source_record_id,ispb,cnpj,institution_name,short_name,institution_type,spi_participation_type,pix_participation_type,pix_participation_mode,is_authorized_by_bcb,catalog_snapshot_date,source_registry_id,source_file_url,source_publication_date,schema_version,initiation_of_payment,facilitator_of_withdrawal_and_change,raw_source_json
pix_active_participants,pix_active_participants:1,33930368,33930368000108,7TRUST FINANCE IP S.A.,7TRUST FINANCE IP S.A.,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""1"",""nome_reduzido"":""7TRUST FINANCE IP S.A."",""ispb"":""33930368"",""cnpj"":""33.930.368/0001-08"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:2,24313102,24313102000125,99PAY IP S.A.,99PAY IP S.A.,Instituição de Pagamento,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""2"",""nome_reduzido"":""99PAY IP S.A."",""ispb"":""24313102"",""cnpj"":""24.313.102/0001-25"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:3,35534511,35534511000178,A27 IP S/A,A27 IP S/A,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""3"",""nome_reduzido"":""A27 IP S/A"",""ispb"":""35534511"",""cnpj"":""35.534.511/0001-78"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:4,48756121,48756121000194,A55 SCD S.A.,A55 SCD S.A.,Sociedade de Crédito Direto,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""4"",""nome_reduzido"":""A55 SCD S.A."",""ispb"":""48756121"",""cnpj"":""48.756.121/0001-94"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:5,,46410407000198,ACCESSTAGE IP LTDA.,ACCESSTAGE IP LTDA.,Instituição de Pagamento,,Facultativa,Iniciador,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,,"{""row_number"":""5"",""nome_reduzido"":""ACCESSTAGE IP LTDA."",""ispb"":"""",""cnpj"":""46.410.407/0001-98"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":"""",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Iniciador"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:6,37715993,37715993000198,ACCREDITO SCD S.A.,ACCREDITO SCD S.A.,Sociedade de Crédito Direto,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""6"",""nome_reduzido"":""ACCREDITO SCD S.A."",""ispb"":""37715993"",""cnpj"":""37.715.993/0001-98"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:7,13140088,13140088000199,ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO,ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO,Instituição de Pagamento,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""7"",""nome_reduzido"":""ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO"",""ispb"":""13140088"",""cnpj"":""13.140.088/0001-99"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:8,10868663,10868663000186,ACG IP S.A.,ACG IP S.A.,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""8"",""nome_reduzido"":""ACG IP S.A."",""ispb"":""10868663"",""cnpj"":""10.868.663/0001-86"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:9,31841474,31841474000190,ADOPAY INSTITUICAO DE PAGAMENT,ADOPAY INSTITUICAO DE PAGAMENT,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""9"",""nome_reduzido"":""ADOPAY INSTITUICAO DE PAGAMENT"",""ispb"":""31841474"",""cnpj"":""31.841.474/0001-90"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:10,14796606,14796606000190,ADYEN DO BRASIL IP LTDA.,ADYEN DO BRASIL IP LTDA.,Instituição de Pagamento,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""10"",""nome_reduzido"":""ADYEN DO BRASIL IP LTDA."",""ispb"":""14796606"",""cnpj"":""14.796.606/0001-90"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:11,32246162,32246162000109,AIBR IP LTDA.,AIBR IP LTDA.,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""11"",""nome_reduzido"":""AIBR IP LTDA."",""ispb"":""32246162"",""cnpj"":""32.246.162/0001-09"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:12,27214112,27214112000100,AL5 S.A. SCFI,AL5 S.A. SCFI,"Sociedade de Crédito, Financiamento e Investimento",Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""12"",""nome_reduzido"":""AL5 S.A. SCFI"",""ispb"":""27214112"",""cnpj"":""27.214.112/0001-00"",""tipo_instituicao"":""Sociedade de Crédito, Financiamento e Investimento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:13,51414521,51414521000126,ALL IN CRED SCD S.A.,ALL IN CRED SCD S.A.,Sociedade de Crédito Direto,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""13"",""nome_reduzido"":""ALL IN CRED SCD S.A."",""ispb"":""51414521"",""cnpj"":""51.414.521/0001-26"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:14,00655522,00655522000121,APE POUPEX,APE POUPEX,Associação de Poupança e Empréstimo,Indireta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""14"",""nome_reduzido"":""APE POUPEX"",""ispb"":""00655522"",""cnpj"":""00.655.522/0001-21"",""tipo_instituicao"":""Associação de Poupança e Empréstimo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:15,37168145,37168145000106,APROMS NET IP LTDA.,APROMS NET IP LTDA.,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""15"",""nome_reduzido"":""APROMS NET IP LTDA."",""ispb"":""37168145"",""cnpj"":""37.168.145/0001-06"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:16,16876258,16876258000196,APTARE,APTARE,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""16"",""nome_reduzido"":""APTARE"",""ispb"":""16876258"",""cnpj"":""16.876.258/0001-96"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:17,27126513,27126513000108,ARQ,ARQ,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""17"",""nome_reduzido"":""ARQ"",""ispb"":""27126513"",""cnpj"":""27.126.513/0001-08"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:18,42259084,42259084000122,ARTTA SCD,ARTTA SCD,Sociedade de Crédito Direto,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""18"",""nome_reduzido"":""ARTTA SCD"",""ispb"":""42259084"",""cnpj"":""42.259.084/0001-22"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:19,48703388,48703388000113,ASA SCFI S.A.,ASA SCFI S.A.,"Sociedade de Crédito, Financiamento e Investimento",Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,true,"{""row_number"":""19"",""nome_reduzido"":""ASA SCFI S.A."",""ispb"":""48703388"",""cnpj"":""48.703.388/0001-13"",""tipo_instituicao"":""Sociedade de Crédito, Financiamento e Investimento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Sim""}"
pix_active_participants,pix_active_participants:20,19540550,19540550000121,ASAAS IP S.A.,ASAAS IP S.A.,Instituição de Pagamento,Direta,Obrigatória,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""20"",""nome_reduzido"":""ASAAS IP S.A."",""ispb"":""19540550"",""cnpj"":""19.540.550/0001-21"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Obrigatória"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:21,34006497,34006497000177,ASTROPAY,ASTROPAY,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""21"",""nome_reduzido"":""ASTROPAY"",""ispb"":""34006497"",""cnpj"":""34.006.497/0001-77"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:22,44728700,44728700000172,ATF SCD S.A.,ATF SCD S.A.,Sociedade de Crédito Direto,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""22"",""nome_reduzido"":""ATF SCD S.A."",""ispb"":""44728700"",""cnpj"":""44.728.700/0001-72"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:23,44478623,44478623000140,ATICCA SCD S.A.,ATICCA SCD S.A.,Sociedade de Crédito Direto,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""23"",""nome_reduzido"":""ATICCA SCD S.A."",""ispb"":""44478623"",""cnpj"":""44.478.623/0001-40"",""tipo_instituicao"":""Sociedade de Crédito Direto"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:24,10789035,10789035000105,ATTRUS IP S/A,ATTRUS IP S/A,Instituição de Pagamento,Indireta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""24"",""nome_reduzido"":""ATTRUS IP S/A"",""ispb"":""10789035"",""cnpj"":""10.789.035/0001-05"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:25,07398335,07398335000159,AUTHPAY INSTITUICAO DE PAGAMENTO LTDA,AUTHPAY INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""25"",""nome_reduzido"":""AUTHPAY INSTITUICAO DE PAGAMENTO LTDA"",""ispb"":""07398335"",""cnpj"":""07.398.335/0001-59"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:26,20308187,20308187000100,AVANCARD PROVER IP LTDA,AVANCARD PROVER IP LTDA,Instituição de Pagamento,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""26"",""nome_reduzido"":""AVANCARD PROVER IP LTDA"",""ispb"":""20308187"",""cnpj"":""20.308.187/0001-00"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:27,04838403,04838403000165,AVIV INSTITUICAO DE PAGAMENTO,AVIV INSTITUICAO DE PAGAMENTO,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""27"",""nome_reduzido"":""AVIV INSTITUICAO DE PAGAMENTO"",""ispb"":""04838403"",""cnpj"":""04.838.403/0001-65"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:28,18684408,18684408000195,AZIMUT BRASIL DTVM LTDA,AZIMUT BRASIL DTVM LTDA,Sociedade Distribuidora de TVM,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""28"",""nome_reduzido"":""AZIMUT BRASIL DTVM LTDA"",""ispb"":""18684408"",""cnpj"":""18.684.408/0001-95"",""tipo_instituicao"":""Sociedade Distribuidora de TVM"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:29,,47825528000163,B3 IP LTDA,B3 IP LTDA,Instituição de Pagamento,,Facultativa,Iniciador,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,,"{""row_number"":""29"",""nome_reduzido"":""B3 IP LTDA"",""ispb"":"""",""cnpj"":""47.825.528/0001-63"",""tipo_instituicao"":""Instituição de Pagamento"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":"""",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Iniciador"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:30,33735811,33735811000190,B91,B91,Instituição de Pagamento não sujeita à autorização pelo BCB,Indireta,Facultativa,Provedor de Conta Transacional,false,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,,"{""row_number"":""30"",""nome_reduzido"":""B91"",""ispb"":""33735811"",""cnpj"":""33.735.811/0001-90"",""tipo_instituicao"":""Instituição de Pagamento não sujeita à autorização pelo BCB"",""autorizada_pelo_bcb"":""Não"",""tipo_participacao_spi"":""Indireta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""N/A""}"
pix_active_participants,pix_active_participants:31,00556603,00556603000174,BANCO BARI S.A.,BANCO BARI S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,false,false,"{""row_number"":""31"",""nome_reduzido"":""BANCO BARI S.A."",""ispb"":""00556603"",""cnpj"":""00.556.603/0001-74"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Não"",""facilitator_of_withdrawal_and_change"":""Não""}"
pix_active_participants,pix_active_participants:32,30306294,30306294000145,BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,Banco Múltiplo,Direta,Facultativa,Provedor de Conta Transacional,true,2026-05-06,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260506.csv,2026-05-06,1.0.0,true,false,"{""row_number"":""32"",""nome_reduzido"":""BANCO BTG PACTUAL S.A."",""ispb"":""30306294"",""cnpj"":""30.306.294/0001-45"",""tipo_instituicao"":""Banco Múltiplo"",""autorizada_pelo_bcb"":""Sim"",""tipo_participacao_spi"":""Direta"",""tipo_participacao_pix"":""Facultativa"",""modalidade_participacao_pix"":""Provedor de Conta Transacional"",""initiation_of_payment"":""Sim"",""facilitator_of_withdrawal_and_change"":""Não""}"
