dataset,catalog_entity_id,source_dataset,source_record_id,source_snapshot_date,match_method,match_basis,linked_ispb,linked_cnpj,linked_name,source_registry_id,source_file_url,source_publication_date,catalog_snapshot_date,schema_version
catalog_crosswalk,ispb:05269976,spi_participants,spi:05269976,2026-04-13,exact_ispb,ispb=05269976,05269976,05269976000188,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL MAIS,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05276770,spi_participants,spi:05276770,2026-04-13,exact_ispb,ispb=05276770,05276770,05276770000185,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05277312,spi_participants,spi:05277312,2026-04-13,exact_ispb,ispb=05277312,05277312,05277312000160,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05351887,spi_participants,spi:05351887,2026-04-13,exact_ispb,ispb=05351887,05351887,05351887000186,"ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A",bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05392810,spi_participants,spi:05392810,2026-04-13,exact_ispb,ispb=05392810,05392810,05392810000154,COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05410056,spi_participants,spi:05410056,2026-04-13,exact_ispb,ispb=05410056,05410056,05410056000138,COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA - CRESOL LITORAL,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05425526,spi_participants,spi:05425526,2026-04-13,exact_ispb,ispb=05425526,05425526,05425526000137,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL DESENVOLVIMENTO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05439425,spi_participants,spi:05439425,2026-04-13,exact_ispb,ispb=05439425,05439425,05439425000115,CREDISIS CAPITALCREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ACRE LTDA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05442029,spi_participants,spi:05442029,2026-04-13,exact_ispb,ispb=05442029,05442029,05442029000147,CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05463212,spi_participants,spi:05463212,2026-04-13,exact_ispb,ispb=05463212,05463212,05463212000129,COOPERATIVA CENTRAL DE CRÉDITO - AILOS,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05463934,spi_participants,spi:05463934,2026-04-13,exact_ispb,ispb=05463934,05463934,05463934000183,COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05477038,spi_participants,spi:05477038,2026-04-13,exact_ispb,ispb=05477038,05477038,05477038000173,COOPERATIVA DE CRÉDITO NO PIAUÍ - SICOOB PIAUÍ,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05494591,spi_participants,spi:05494591,2026-04-13,exact_ispb,ispb=05494591,05494591,05494591000114,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NASCENTE - CRESOL NASCENTE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05545390,spi_participants,spi:05545390,2026-04-13,exact_ispb,ispb=05545390,05545390,05545390000107,COOPERATIVA DE CRÉDITO - SICREDI LENÇÓIS,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05582619,spi_participants,spi:05582619,2026-04-13,exact_ispb,ispb=05582619,05582619,05582619000175,COOPERATIVA DE CRÉDITO SICOOB OURO VERDE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05597773,spi_participants,spi:05597773,2026-04-13,exact_ispb,ispb=05597773,05597773,05597773000110,CREDISIS CREDIBRÁS COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05667301,spi_participants,spi:05667301,2026-04-13,exact_ispb,ispb=05667301,05667301,05667301000197,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - COOPERSERV,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05684234,spi_participants,spi:05684234,2026-04-13,exact_ispb,ispb=05684234,05684234,05684234000119,PLANNER SOCIEDADE DE CRÉDITO DIRETO S.A.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05856736,spi_participants,spi:05856736,2026-04-13,exact_ispb,ispb=05856736,05856736,05856736000180,COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB EMPRESARIAL,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05861932,spi_participants,spi:05861932,2026-04-13,exact_ispb,ispb=05861932,05861932,05861932000142,COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05863726,spi_participants,spi:05863726,2026-04-13,exact_ispb,ispb=05863726,05863726,05863726000171,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05888589,spi_participants,spi:05888589,2026-04-13,exact_ispb,ispb=05888589,05888589,05888589000120,COOPERATIVA DE CRÉDITO SUL - SICOOB SUL,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05938780,spi_participants,spi:05938780,2026-04-13,exact_ispb,ispb=05938780,05938780,05938780000309,COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05969937,spi_participants,spi:05969937,2026-04-13,exact_ispb,ispb=05969937,05969937,05969937000193,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05979692,spi_participants,spi:05979692,2026-04-13,exact_ispb,ispb=05979692,05979692,05979692000185,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05983995,spi_participants,spi:05983995,2026-04-13,exact_ispb,ispb=05983995,05983995,05983995000171,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06031727,spi_participants,spi:06031727,2026-04-13,exact_ispb,ispb=06031727,06031727,06031727000112,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06078926,spi_participants,spi:06078926,2026-04-13,exact_ispb,ispb=06078926,06078926,06078926000186,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR",bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06126780,spi_participants,spi:06126780,2026-04-13,exact_ispb,ispb=06126780,06126780,06126780000105,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06139650,spi_participants,spi:06139650,2026-04-13,exact_ispb,ispb=06139650,06139650,06139650000107,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06174009,spi_participants,spi:06174009,2026-04-13,exact_ispb,ispb=06174009,06174009,06174009000103,COOPERATIVA DE CRÉDITO SICOOB ALIANÇA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06255692,spi_participants,spi:06255692,2026-04-13,exact_ispb,ispb=06255692,06255692,06255692000103,NDD TECH LTDA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06324872,spi_participants,spi:06324872,2026-04-13,exact_ispb,ispb=06324872,06324872,06324872000191,COOPERATIVA DE CRÉDITO CREDINOSSO LTDA - SICOOB CREDINOSSO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06332931,spi_participants,spi:06332931,2026-04-13,exact_ispb,ispb=06332931,06332931,06332931000173,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO",bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06910457,spi_participants,spi:06910457,2026-04-13,exact_ispb,ispb=06910457,06910457,06910457000110,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06975532,spi_participants,spi:06975532,2026-04-13,exact_ispb,ispb=06975532,06975532,06975532000120,CREDISIS COOPESA - COOPERATIVA DE ECONOMIA E CRÉDITO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07026923,spi_participants,spi:07026923,2026-04-13,exact_ispb,ispb=07026923,07026923,07026923000161,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07070495,spi_participants,spi:07070495,2026-04-13,exact_ispb,ispb=07070495,07070495,07070495000174,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR",bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07097064,spi_participants,spi:07097064,2026-04-13,exact_ispb,ispb=07097064,07097064,07097064000100,COOPERATIVA DE CRÉDITO SICOOB CONFIANÇA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07115294,spi_participants,spi:07115294,2026-04-13,exact_ispb,ispb=07115294,07115294,07115294000146,BOKU NETWORK BRASIL INSTITUICAO DE PAGAMENTO LTDA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07122321,spi_participants,spi:07122321,2026-04-13,exact_ispb,ispb=07122321,07122321,07122321000108,COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07136847,spi_participants,spi:07136847,2026-04-13,exact_ispb,ispb=07136847,07136847,07136847000147,HYPER WALLET IP LTDA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07194313,spi_participants,spi:07194313,2026-04-13,exact_ispb,ispb=07194313,07194313,07194313000177,COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07206072,spi_participants,spi:07206072,2026-04-13,exact_ispb,ispb=07206072,07206072,07206072000139,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP/RJ",bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07215632,spi_participants,spi:07215632,2026-04-13,exact_ispb,ispb=07215632,07215632,07215632000111,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA - CRESOL ALTERNATIVA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07237373,spi_participants,spi:07237373,2026-04-13,exact_ispb,ispb=07237373,07237373,07237373000120,BANCO DO NORDESTE DO BRASIL S.A.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07252614,spi_participants,spi:07252614,2026-04-13,exact_ispb,ispb=07252614,07252614,07252614000100,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONFIANÇA - CRESOL CONFIANÇA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07268499,spi_participants,spi:07268499,2026-04-13,exact_ispb,ispb=07268499,07268499,07268499000161,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07318874,spi_participants,spi:07318874,2026-04-13,exact_ispb,ispb=07318874,07318874,07318874000130,COOPERATIVA DE CRÉDITO SICOOB MÉDIO OESTE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07320890,spi_participants,spi:07320890,2026-04-13,exact_ispb,ispb=07320890,07320890,07320890000168,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL VALE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07398335,spi_participants,spi:07398335,2026-04-13,exact_ispb,ispb=07398335,07398335,07398335000159,AUTHPAY INSTITUICAO DE PAGAMENTO LTDA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07412987,spi_participants,spi:07412987,2026-04-13,exact_ispb,ispb=07412987,07412987,07412987000109,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07465539,spi_participants,spi:07465539,2026-04-13,exact_ispb,ispb=07465539,07465539,07465539000165,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTO VALE - CRESOL ALTO VALE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07469260,spi_participants,spi:07469260,2026-04-13,exact_ispb,ispb=07469260,07469260,07469260000150,COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07494300,spi_participants,spi:07494300,2026-04-13,exact_ispb,ispb=07494300,07494300,07494300000113,CREDISIS/CREDISUL COOPERATIVA DE CRÉDITO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07502031,spi_participants,spi:07502031,2026-04-13,exact_ispb,ispb=07502031,07502031,07502031000190,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07509426,spi_participants,spi:07509426,2026-04-13,exact_ispb,ispb=07509426,07509426,07509426000114,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07512780,spi_participants,spi:07512780,2026-04-13,exact_ispb,ispb=07512780,07512780,07512780000106,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07599206,spi_participants,spi:07599206,2026-04-13,exact_ispb,ispb=07599206,07599206,07599206000129,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07669921,spi_participants,spi:07669921,2026-04-13,exact_ispb,ispb=07669921,07669921,07669921000190,COOPERATIVA DE CRéDITO MúTUO - SICOOB CREDIACISC,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07679404,spi_participants,spi:07679404,2026-04-13,exact_ispb,ispb=07679404,07679404,07679404000100,BANCO TOPÁZIO S.A.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07693858,spi_participants,spi:07693858,2026-04-13,exact_ispb,ispb=07693858,07693858,07693858000128,HSCM - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07714057,spi_participants,spi:07714057,2026-04-13,exact_ispb,ispb=07714057,07714057,07714057000100,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07789195,spi_participants,spi:07789195,2026-04-13,exact_ispb,ispb=07789195,07789195,07789195000140,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS - SICOOB CREDCEG,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07925729,spi_participants,spi:07925729,2026-04-13,exact_ispb,ispb=07925729,07925729,07925729000118,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07946216,spi_participants,spi:07946216,2026-04-13,exact_ispb,ispb=07946216,07946216,07946216000193,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIÃO SUDESTE,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07946451,spi_participants,spi:07946451,2026-04-13,exact_ispb,ispb=07946451,07946451,07946451000165,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ATIVA - CRESOL ATIVA,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07958405,spi_participants,spi:07958405,2026-04-13,exact_ispb,ispb=07958405,07958405,07958405000186,COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL SERRA MAR,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:08030602,spi_participants,spi:08030602,2026-04-13,exact_ispb,ispb=08030602,08030602,08030602000101,COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:08041950,spi_participants,spi:08041950,2026-04-13,exact_ispb,ispb=08041950,08041950,08041950000176,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS",bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:08044854,spi_participants,spi:08044854,2026-04-13,exact_ispb,ispb=08044854,08044854,08044854000181,COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:08055016,spi_participants,spi:08055016,2026-04-13,exact_ispb,ispb=08055016,08055016,08055016000103,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO,bcb-spi-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/spi/participantes-spi-20260413.csv,2026-04-13,2026-04-13,1.0.0
